task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order
R000101,U01,A,BAT_A01,0.0,1612.0233919046514,1612.0233919046514,1.957745501136248,1612.0233919046514,2677.594314455123,1065.5709225504716,1,2,S013
R000083,U01,A,BAT_A02,2046.0,3699.8524691732737,1653.852469173274,1.9525396814898757,3699.8524691732737,4763.919488270349,1064.0670190970752,1,2,S010
R071593,U02,A,BAT_A02,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R071594,U02,A,BAT_A04,1193.0,2385.470877312685,1192.470877312685,1.22307515767693,2385.470877312685,3238.803700641576,853.332823328891,1,1,S001
R071595,U03,A,BAT_A03,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R000203,U05,B,BAT_B01,0.0,1576.1902081524602,1576.1902081524602,1.878779072601222,1576.1902081524602,3056.994472946323,1480.8042647938628,1,2,S007
R000262,U05,B,BAT_B03,1577.0,3445.5974513534843,1868.5974513534843,2.137304308171069,3445.5974513534843,5038.429318227614,1592.83186687413,1,3,S014
R003841,U05,B,BAT_B01,3446.0,5477.652763374452,2031.652763374452,2.506530618927054,5477.652763374452,7230.482698242842,1752.8299348683902,2,3,S009>S002
R000269,U05,B,BAT_B03,5478.0,7307.57299249031,1829.5729924903096,2.3109026130195294,7307.57299249031,8975.630791465439,1668.0577989751296,1,3,S015
R000223,U05,B,BAT_B01,7308.0,8808.778736614857,1500.7787366148573,2.00615948145015,8808.778736614857,10344.781178576588,1536.0024419617316,1,2,S009
R004168,U06,B,BAT_B02,12.0,2251.683316742361,2239.683316742361,2.528235963411383,2251.683316742361,4013.9189008872936,1762.2355841449325,2,3,S007>S003
R000248,U06,B,BAT_B04,2252.0,4175.80003809751,1923.80003809751,2.7552342804549035,4175.80003809751,6036.401559627968,1860.6015215304583,1,3,S012
R006179,U06,B,BAT_B02,4176.0,6002.484097868363,1826.4840978683635,1.8701103309373972,6002.484097868363,7479.531907941235,1477.047810072872,2,2,S013>S010
R000199,U06,B,BAT_B04,6037.0,7613.19020815246,1576.1902081524602,1.5529827173571036,7613.19020815246,8952.816052340539,1339.6258441880782,1,2,S007
R000241,U06,B,BAT_B02,7614.0,8803.630285736439,1189.630285736439,1.077171254529726,8803.630285736439,9937.07116269932,1133.4408769628812,1,3,S011
R000280,U07,C,BAT_C01,0.0,1429.4261775174657,1429.4261775174657,2.1499433145188216,1429.4261775174657,2845.0358251996468,1415.609647682181,1,5,S001
R000490,U07,C,BAT_C03,1430.0,3541.00675724525,2111.00675724525,6.181413550070367,3541.00675724525,6048.472927055975,2507.4661698107243,1,6,S002
R000543,U07,C,BAT_C02,3542.0,5977.809520857649,2435.8095208576483,6.203815391673846,5977.809520857649,8491.342856102649,2513.5333352449998,1,6,S003
R000606,U07,C,BAT_C03,6049.0,7929.044640635813,1880.0446406358128,4.2387743677705485,7929.044640635813,9910.379365240336,1981.3347246045237,1,6,S005
R000637,U08,C,BAT_C02,122.0,1682.8632994307263,1560.8632994307263,2.5939758810401803,1682.8632994307263,3218.731767212442,1535.8684677817155,1,6,S006
R000438,U08,C,BAT_C04,1683.0,3244.4261775174655,1561.4261775174657,2.92626894731049,3244.4261775174655,4870.290684080723,1625.8645065632577,1,7,S001
R000683,U08,C,BAT_C01,3410.0,5613.7583959173335,2203.758395917333,5.857489201651335,5613.7583959173335,8033.4950546979035,2419.73665878057,1,5,S008
R000575,U08,C,BAT_C04,5614.0,7919.184064967842,2305.184064967841,6.1769107423796425,7919.184064967842,10425.430724362328,2506.2466593944864,1,6,S004
